FluorCam7 Kinetics Export File
-----------------------------------
[us]	[°C]	AXA4.2	AXA4.1	AA3.1	AA5.2	AA5.1	AA7.1	AA7.3	AA7.2	AA1.1	AA5.3	AA1.2	AXA2.1	AA1.3	AA4.1	AXA5.1	AXA2.3	AA2.1	AA4.2	AA3.3	AA6.1	AXA3.1	AA3.2	AXA4.3	AXA1.1	AA2.2	AXA1.2	AXA3.2	AXA5.2	AA6.3	AA4.3	AA2.3	AXA1.3	AXA3.3	AXA5.3	AXA6.1	AXA6.2	AXA6.3	AXA7.1	AXA7.2	AXA7.3
810140000	41.33	202.326	172.765	158.333	289.216	168.500	162.266	272.846	163.385	234.722	276.547	225.037	213.161	326.932	332.880	209.164	196.592	363.276	304.590	326.915	263.353	291.256	304.650	191.520	293.624	363.838	324.368	299.410	204.058	270.147	229.175	232.939	203.337	473.222	237.920	223.080	238.655	213.257	201.632	208.431	203.845
810180000	41.33	210.789	175.659	163.483	286.940	171.271	159.506	273.863	158.269	235.539	273.923	219.093	206.613	318.410	333.846	210.129	203.505	362.112	303.239	326.026	263.500	298.504	310.684	192.316	289.111	363.291	330.556	294.393	210.583	265.629	237.184	233.211	208.713	464.171	242.884	227.540	240.239	227.505	211.705	209.624	207.182
840020000	41.58	202.579	176.212	157.417	280.431	178.292	157.177	275.000	166.051	231.739	279.256	227.213	206.333	329.128	328.470	213.690	196.078	370.802	298.521	328.556	258.319	281.641	300.205	202.714	286.214	360.752	330.803	296.915	206.505	268.888	245.044	242.816	210.158	464.299	236.857	226.699	239.841	222.642	207.011	212.954	208.091
840060000	41.58	203.779	181.141	158.200	285.345	184.146	167.329	270.265	164.333	227.530	269.504	225.074	212.484	323.410	333.316	211.966	199.427	364.086	301.530	325.735	265.379	272.581	297.043	182.582	289.239	358.957	327.214	297.752	211.146	268.224	232.026	232.421	206.951	459.983	233.920	225.363	239.779	214.550	197.779	213.872	210.573
840100000	41.58	201.442	180.812	162.000	291.966	173.292	164.633	275.350	169.692	233.330	264.709	228.694	205.570	312.803	335.094	212.647	196.883	366.250	302.590	326.838	257.966	278.376	298.547	198.061	287.419	364.530	330.222	299.453	210.854	265.310	237.325	233.193	213.495	466.966	232.357	228.655	236.372	218.587	201.842	210.018	209.882
840140000	41.58	197.989	176.000	160.217	287.690	169.458	158.076	269.060	168.615	238.817	271.162	225.917	209.054	331.607	324.641	217.784	201.709	359.388	301.504	327.359	258.328	275.803	297.205	196.347	290.684	358.299	332.368	304.863	216.553	270.621	238.667	227.167	208.149	463.778	235.018	228.796	242.611	217.972	205.011	212.495	213.673
840180000	41.58	205.768	180.729	157.400	282.716	167.625	164.114	271.547	166.179	235.374	268.248	224.806	207.817	318.957	341.111	216.448	192.612	367.233	306.846	328.957	265.319	277.273	300.145	193.786	290.017	360.795	325.923	298.462	210.078	272.819	236.123	235.518	198.426	473.273	241.821	227.009	243.124	223.147	206.084	208.459	207.273
870020000	41.83	210.305	173.082	155.850	283.578	173.208	174.848	268.632	167.756	231.226	274.342	225.917	213.710	325.496	341.103	214.397	199.689	371.147	310.838	332.487	257.483	265.556	305.752	196.602	289.778	356.085	324.291	297.991	215.340	267.862	238.474	229.702	207.931	458.333	237.723	225.434	253.814	222.477	203.768	219.725	203.018
870060000	41.83	200.453	173.835	159.250	282.940	167.875	168.278	273.368	164.256	226.261	270.821	218.491	212.505	320.291	320.256	215.198	198.350	364.983	305.462	323.769	262.698	258.145	292.410	195.449	291.137	348.624	327.479	294.530	208.757	266.414	237.237	224.702	205.238	463.453	239.768	230.115	240.858	219.587	205.705	209.495	213.418
870100000	41.83	196.442	176.435	156.300	283.578	169.875	168.203	272.308	170.141	227.270	269.684	224.963	208.161	325.009	331.650	207.819	198.796	364.388	300.291	328.709	267.543	262.504	305.974	196.184	295.214	360.889	330.556	299.068	208.573	272.000	232.377	226.789	207.881	467.564	241.616	230.053	238.009	218.743	208.800	214.312	209.882
870140000	41.83	205.653	175.059	157.300	280.216	181.333	169.532	277.419	169.282	234.391	273.171	219.417	208.301	324.513	332.829	214.552	195.728	372.448	304.085	331.641	262.129	260.581	298.385	205.561	293.607	356.060	325.504	305.316	210.524	260.569	234.798	224.070	204.178	462.256	242.589	225.416	251.327	221.312	212.326	211.064	212.218
870180000	41.83	203.053	177.612	159.083	278.517	176.688	159.278	272.479	162.064	240.009	269.462	229.648	219.914	330.590	332.060	210.060	191.602	367.353	303.957	331.897	264.431	267.487	306.581	194.827	284.282	363.051	330.179	299.658	205.524	264.043	238.430	226.553	206.406	461.675	233.482	230.257	242.080	219.743	208.916	219.605	203.082
900020000	42.08	205.389	178.329	153.967	288.586	175.125	172.873	275.308	160.859	229.896	272.983	229.296	200.129	320.017	338.701	212.198	194.262	369.517	304.949	330.932	258.681	261.103	302.701	201.337	293.000	364.521	327.547	298.829	215.670	265.690	241.377	230.991	211.089	465.821	231.500	227.761	237.761	223.560	203.526	211.826	209.618
900060000	42.08	207.211	176.200	154.917	284.448	161.792	168.747	276.573	168.526	228.052	274.658	223.204	210.355	318.248	332.598	213.655	194.029	370.121	299.265	321.444	266.379	261.197	300.667	198.347	296.316	357.812	324.487	296.162	206.816	270.655	241.640	221.798	213.049	461.624	241.768	229.681	250.292	219.367	204.263	210.560	208.873
900100000	42.08	206.663	178.800	154.783	282.983	156.729	169.570	275.650	165.667	228.713	270.385	226.574	208.634	328.573	330.949	211.828	201.311	366.371	302.752	323.812	263.336	268.966	298.179	195.143	294.282	365.342	330.043	302.205	209.311	267.052	230.149	218.333	212.980	467.137	240.286	226.442	241.788	224.321	202.716	220.055	208.009
