Temp,AXA.4.2,AXA.4.1,AA.3.1,AA.5.2,AA.5.1,AA.7.1,AA.7.3,AA.7.2,AA.1.1,AA.5.3,AA.1.2,AXA.2.1,AA.1.3,AA.4.1,AXA.5.1,AXA.2.3,AA.2.1,AA.4.2,AA.3.3,AA.6.1,AXA.3.1,AA.3.2,AXA.4.3,AXA.1.1,AA.2.2,AXA.1.2,AXA.3.2,AXA.5.2,AA.6.3,AA.4.3,AA.2.3,AXA.1.3,AXA.3.3,AXA.5.3,AXA.6.1,AXA.6.2,AXA.6.3,AXA.7.1,AXA.7.2,AXA.7.3,Av.6.1,Av.4.2,Av.1.2,Av.6.3,Av.3.1,Av.2.1,Av.4.1,Av.6.2,Av.7.2,Av.4.3,Av.5.1,Ad.2.1,Av.1.1,Ad.7.1,Ad.3.2,Av.1.3,Ad.7.3,Ad.1.1,Av.7.1,Ad.3.1,Ad.7.2,Av.7.3,Ad.3.3,Ad.5.1,Av.5.2,Av.3.2,Av.2.2,Ad.2.2,Ad.1.2,Ad.5.2,Ad.5.3,Ad.4.3,Ad.1.3,Ad.4.2,Ad.2.3,Ad.4.1,Av.2.3,Ad.6.3,Av.3.3,Ad.6.2,Av.5.3,Ad.6.1,Aas.2.2,Aas.4.1,Am.2.1,Am.4.2,Aas.2.1,Am.1.1,Aas.4.2,Am.1.2,Am.4.1,Am.1.3,Am.2.2,Am.6.1,Am.6.3,Am.5.1,Aas.3.1,Aas.2.3,Aas.4.3,Aas.1.1,Am.4.3,Am.3.1,Aas.5.1,Am.2.3,Am.7.1,Am.3.2,Am.5.2,Aas.1.2,Aas.3.2,Aas.5.2,Aas.5.3,AasZ.7.3,Aas.6.1,Am.3.3,Aas.6.2,Am.5.3,Aas.6.3,Aas.1.3,AasZ.7.1,Aas.3.3,AasZ.7.2,AasZ.8.1,AasZ.8.2,AasZ.8.3,Ap.3.2,Av.8.2,Av.10.1,Ap.1.2,Ap.3.1,Av.8.1,Apl.1.2,Av.10.2,Av.12.1,Av.8.3,Av.12.2,Ap.1.1,Ap.1.3,Av.11.1,As.1.1,Ap.3.3,Av.13.1,Av.9.2,Av.12.3,Av.9.1,Ap.4.1,Av.10.3,Apl.1.3,Ap.2.1,Av.11.2,Av.11.3,Av.9.3,As.2.1,As.2.2,Av.13.2,Ap.2.2,Ap.4.2,As.1.3,Ac.1.3,Ap.4.3,Ac.1.2,Av.13.3,Ades.1.2,Ap.2.3,Ac.1.1,Ades.1.3
58.95,352.516,372.812,203.783,458.31,349.896,283.759,416.333,292.872,576.974,501.556,306.38,314.86,577.692,642.188,227.353,591.252,662.086,651.667,288.513,340.931,545.667,547.667,423.224,494.35,445.846,646.889,391.273,394.68,411.155,309.711,314.842,548.842,732.342,495.339,338.08,405.177,237.229,410.158,381.514,246.427,239.264,306.154,360.819,300.079,541.12,641.65,334.103,401.175,398.684,606.889,444.128,465.94,267.438,213.952,256.299,499.954,412.882,435.479,337.45,265,211.554,349.491,427.068,341.028,260.043,587.12,441.288,324.863,336.675,315.545,432.675,456.869,398.248,379.956,454.521,204.794,562.853,227.33,371.214,381.962,368.192,331.752,291.951,81.558,195.073,380.982,268.791,222.418,253.333,260.359,370.611,175.87,272.964,222.469,219.735,310.287,297.974,301.213,310.775,392.607,358.946,419.846,52.991,338.757,278.547,495.538,328.306,404.019,537.145,327.104,266.277,196.858,145.986,18.095,198.891,393.769,299.944,324.655,353.949,254.724,276.034,223.348,310.548,179.231,260.354,276.212,214.485,237.812,265.682,257.865,224.015,326.692,196.598,337.81,100.368,196.75,386.778,172.839,243.461,245.825,506.212,291.205,203.896,288.172,266.819,415.94,273.074,254.821,330.811,207.8,338.246,247.946,313.029,326.133,463.752,305.786,363.295,310.163,326.339,177.009,325.2,225.551,431.205,231.19,233.55
58.95,353.674,370.8,209.283,456.707,357.188,275.456,417.487,292.449,551.939,494.709,302.213,303.118,585.393,637.171,225.905,586.311,652.129,646.504,282.282,336.44,523.709,549.906,411.888,502.453,447.812,645.829,382.009,386.039,404.612,303.754,315.061,537.347,715.872,491.982,329.451,396.23,238.156,414.968,366.422,250.618,238,300.231,348.096,297.14,554.291,636.162,322.586,384.649,386.761,600.915,435.47,461.051,269.2,216.558,255.034,492.798,410.445,432.162,333.153,262.143,212.286,343.75,425.872,341.925,266.009,577.359,441.793,323.094,326.214,307.482,425.88,458.533,411.009,374.851,452.103,210.645,553.672,224.377,357.932,384.057,368.087,328.908,299.951,80.558,200.349,375.566,272.407,213.391,254.86,266.031,355.513,178.638,265.09,216.135,217.547,302.8,290.632,288.676,311.056,387.188,347.514,411.957,54.068,334.458,280.12,480.709,337.342,409.196,538.009,327.151,263.75,200.057,141.757,18.767,199.018,392.991,299.449,324.569,353.949,244.918,279.147,226.109,306.374,168.635,267.735,278.018,218.282,236.795,259.247,259.586,224.154,327.504,208.756,337.56,103.868,197.08,392.06,166.5,241.263,244.66,502.575,295.974,202.617,288.181,268.431,419.197,276.951,260.795,335.937,203.952,344.553,248.602,308.74,322.982,458.65,298.333,367.08,301.633,321.748,180.386,325.933,237.09,423.983,231.143,220.033
58.95,345.505,373.341,204.167,441.164,353.812,285.43,419.974,291.474,561.435,492.111,297.435,305.978,576.624,644.171,228.078,581.068,643.302,650.786,287.803,352.241,533.513,542.88,413.296,495.983,443.077,650.299,398.504,394.408,420.129,312.482,308.596,542.663,717.607,497.875,330.053,393.372,236.45,402.368,377.248,245.218,237.529,300.154,357.66,303.298,554.932,644.342,322.819,388.693,389.231,607.624,436.308,470.222,268.212,209.644,257.692,505.119,403.009,434.248,335.441,258.643,212.652,341.31,416.889,339.585,270.803,585.162,434.946,320.444,327.419,301.821,429.026,454.636,413.59,376.456,455.214,210.112,556.172,236.915,368.453,390.552,369.615,332.651,288.822,83.365,201.156,384.115,268.22,216.755,243.645,261.422,369.903,183.29,267.973,227.812,220.154,319.757,296.607,302.009,302.045,388.803,353.811,409.897,45.239,337.215,278.402,492.487,329.378,398.131,532.385,325.811,268.357,197.708,142.9,19.991,206.927,391.855,301.944,313.974,354.991,246.214,279.526,223.413,310.817,178.808,252.646,282.159,220.058,227.231,255.024,262.171,216.662,324,205.549,342.586,104.412,198.47,390.59,170.613,245.118,248.773,507.375,290.12,192.635,292.336,268.526,417.171,270.889,255.47,329.018,195.914,333.737,241.624,319.365,323.221,464.205,312.12,359.92,302.367,325.461,187.553,341.293,222.91,425.855,226,218.917
58.95,351.589,377.353,201.583,448.431,366.833,282.62,415.154,292.718,559.017,483.598,297.398,304.409,585.718,635.291,221,583.777,654.129,648.718,287.077,347.302,526.094,537.607,423.796,502.085,453.983,653.239,389.222,397.99,410.647,309.728,311.728,544.901,709.94,496.33,327.726,398.54,237.963,408.968,375.33,249.582,222.851,297.863,350.84,294.149,551.444,638.068,323.56,389.956,396.231,603.308,435.573,458.419,269.812,209.615,263.359,495.633,408.427,427.581,342.55,265.582,214.821,340.112,422.043,341.123,262.308,590.231,440.162,317.855,328.786,312.652,431.932,453.738,415.214,375.544,448.496,206.449,547.991,234.736,366.761,375.562,374.192,330.642,301.614,84.115,205.183,380.602,268.923,214.927,244.548,258.344,366.752,175.58,269.468,216.969,219.692,307.33,295.179,301.009,311.64,389.179,369.441,416.667,48.325,334.85,282.65,484.402,327.937,397.645,543.615,323.557,267.009,204.208,140.586,19.241,207,399.641,305.28,317.543,355.026,248.592,275.603,229.152,310.243,173.731,258.496,277.54,207.796,245,267.694,263.604,221.169,312.923,213.61,334.259,101.193,195.33,396.855,167.903,237.908,244.258,507.587,297.453,202.548,291.293,268.474,420.35,283.086,258.949,336.099,196.914,336.711,245.559,318.096,328.558,460.795,305.923,361.5,306.571,329.661,186.088,326.493,231.91,422.325,237.952,225.967
58.95,349.611,367.247,207.65,442.086,354.354,270.114,415.205,298.41,563.591,494.821,295.759,307.624,585.444,637.419,222.207,592.214,642.612,646.675,288.248,339.345,529.94,543.991,411.255,498.692,445.632,643,391.658,385.922,404.448,307.123,313.36,551.743,729.94,493.902,325.212,394.301,238.486,412.295,382.22,251.118,237.092,295.162,352.404,306.746,547.675,631.581,325.871,397.763,389.291,602.248,445.795,464.137,270.612,208.298,256.308,492.11,406.636,436.043,336.82,256.776,219.652,341.853,430.41,338.632,269.795,580.496,444.568,325.342,340.727,320.741,439.863,464.645,411.838,381.693,446.154,203.28,546.06,226.67,365.974,379.333,376.125,334.431,296,85.385,205.046,379.92,261.363,227.664,248,256.875,365.46,177.319,264.694,224.219,216.795,319.026,296.915,299.287,311.371,396.556,363.631,420.94,51.368,342.234,277.188,491.35,329.712,406.037,527.248,324.453,267.705,192.425,140.614,21.284,208.082,393.47,307.29,316.586,348.949,249.969,270.819,232.207,310.365,178.019,259.602,277.602,211.903,237.692,254.365,253.613,221.662,320.718,205.854,343.448,103.105,191.84,385.265,171.274,238.066,248.082,507.112,295.949,198.6,286.905,264.474,419.291,265.025,255.222,337.234,197.933,337.395,235.269,310.625,322.575,461.47,297.658,362.67,304.51,324.991,183.351,328,228.282,425.162,227.869,228.083
59.18,361.074,384.718,201.75,439.293,363.792,283.722,414.222,289.192,557.739,491.316,310.12,296.065,587.12,646.41,223.362,595.456,663.009,653,291.547,353.431,535.778,544.82,430.735,508.444,444.068,653.231,398.846,417.602,415.371,306.886,314.623,554.228,728.333,492.821,317.832,405.363,231.294,408.947,385.376,246.373,239.195,302.846,356.372,302.614,548.633,645.598,333.698,387.754,392.068,604.026,443.308,485.111,264.55,215.375,258.88,505.183,412.9,432.727,342.505,273.01,220.196,340.362,443.547,359.594,267.692,580.291,460.252,339.137,343.427,332.598,441.761,458.523,412.077,376.833,452.385,212.084,553.828,228.792,377.94,389.467,374.231,339.697,291.535,87.885,204.44,384.398,271.44,233.391,245.054,251.016,370.929,182.014,270.279,228.865,226.145,320.2,299.419,301.852,318.674,401.991,359.252,421.051,50.256,339.467,282.325,499.692,339.486,411.299,535.479,317.868,269.866,201.594,152.514,20.034,204.282,389.778,303.925,316.586,346.974,254.357,277.302,229.163,311.452,178.365,261.619,277.54,223.709,243.821,264.141,268.532,233.215,328.273,200.646,348.879,96.877,202.8,403.949,177.758,250.803,259.258,514.7,301.949,205.296,296.862,267.802,418.222,283.84,258.949,338.973,205.257,339.061,246.871,308.683,326.265,477.316,298.12,368.768,316.816,335.661,187.316,336.187,224.397,427.966,222.917,225.5
59.18,360.126,370.518,197.4,448.06,362.271,276.557,418.41,296.333,562.252,494.564,300.861,294.14,581.299,638.718,223.302,590.913,650.569,647.427,291.444,349.603,523.18,541.735,430.724,504.299,441.598,651.633,387,410.971,417.328,309.123,314.605,541.594,720.786,491.857,316.593,401.487,242.486,414.432,381.679,248.955,243.218,296.897,350.989,306.781,542.521,647.18,329.983,397.184,388.291,601.427,436.043,478.06,269.587,210.663,255.692,501.587,396.718,427.419,345.054,269.745,214.545,347.871,436,348.302,270.316,587.641,455.901,332.65,330.06,316.955,444.778,453.953,413.855,376.781,448.564,206.449,551.276,232.821,361.974,389.724,372.817,333.853,291.535,83.385,209.89,384.044,278.769,231.064,250.065,263.25,367.796,176.536,270.243,227.635,216.795,311.365,291.513,293.148,316.449,392.521,341.748,419.906,52.231,337.262,281.479,494.137,337.721,408.318,518.265,316.755,269.42,207.075,141.914,21.94,205.464,376.265,294.981,319.388,345.308,254.714,277.155,229.978,312.417,184.269,257.929,282.805,207.951,238.171,266.694,262.18,235.046,318.128,212.976,350.836,103.851,203.9,392.923,174.597,247.026,259.825,505.562,300.897,213.026,285.793,276.897,417.308,296.16,256.966,341.297,197.438,337.684,243,303.365,333.646,476.496,298.641,352.964,320.694,332.67,185,344.827,228.795,429.41,223.952,233.733
59.18,360.063,376.082,206.017,436.914,365.604,272.544,425.299,293.538,563.896,499.821,305.722,291.129,586.222,634.222,222.56,579.777,658.06,655.538,296.111,346.534,538.06,538.171,432.265,505.308,448.923,657.983,395.915,411.68,417.181,314.781,321.088,545.693,724.769,495.071,319.31,399.133,239.67,406.726,380.963,244.336,246.057,294.991,359.734,299.307,543.803,641.47,332.431,391.754,391.581,604.205,447.248,490.573,276.788,208.375,258.504,502.202,401.409,419.701,349.36,267.622,217.295,350.405,435.692,349.708,265.47,582.444,448.991,334.453,334.897,320.08,443.248,447.57,406.051,376.675,458.897,215.953,549.664,232.283,366.308,389.629,373.433,336.404,293.901,78.981,208.578,386.336,273.495,226.736,250.903,263.625,367.664,177.855,269.405,223.792,223.291,313.974,293.658,303.583,309.09,398.821,364.405,422.496,46.829,331.393,287.41,495.171,330.027,411.72,529.026,318.651,263.938,205.774,139.114,18.655,205.382,379.496,306.617,323.181,353.889,252.765,278.414,228.837,309.07,188.788,257.097,273.239,217.379,228.932,267.259,265.099,237.462,325.162,214.146,344.043,100.912,202.06,404.376,172.145,240.474,260.216,512.263,285.744,207.33,283.043,270.009,415.769,279.074,251.47,348.64,207.219,336.544,236.602,314.683,327.46,469.137,306.265,356.491,312.265,348.913,180.667,345.84,226.256,428.111,221.583,215.283
59.18,359.4,381.741,202.167,434.509,361.458,272.937,410.641,290.5,556.296,491.624,299.167,297.376,588.197,637.923,219.422,587.252,656.517,648.889,284.085,349.776,524.846,539.581,425.602,506.53,452.162,654.034,402.436,406.049,408.991,303.132,322.175,543.822,717.034,495.089,315.345,389.451,238.817,411.305,383.486,242.909,242.046,295.077,360.426,294.737,546.12,640.795,332.06,395.132,393.496,606.556,441.624,490.239,275.65,210.702,260.718,504.028,404.691,421.735,343.928,263.806,223.643,349.5,438.863,349.575,268.154,582.974,452.865,336.991,336.821,319.143,445.282,444.991,406.239,372.395,457.47,212.234,557.112,228.717,365.974,390.781,373.394,333.138,285.515,87.308,202.881,383.177,270.56,232.918,249.376,255.25,362.779,174.594,280.036,224.208,218.47,311.296,294.248,305.944,316.629,404.453,349.631,418.214,52.795,338.645,281.547,497.444,332.387,403.495,527.855,322.604,265.821,209.783,143.543,19.784,204.8,380.402,299.71,320.448,353.538,252.276,285.043,230.739,309.174,174.712,262.389,276.699,216.476,234.821,258.212,262.225,229.738,323,214.512,340.991,103.798,205.02,397.299,169.516,246.487,257.68,504.35,305.171,201.391,292.448,263.931,415.624,281.963,253.607,347.243,204.524,333.974,239,309.683,334.097,464.94,312.547,362.196,311.755,340.626,188.465,328.973,225.628,430.222,219.524,224.5
59.18,363.674,378.541,201,451.086,360.917,273.127,417.59,293.756,561.974,491.863,309.176,289.677,587.154,640.513,224.336,590.922,656.112,650.718,287.65,340.353,536.043,548.538,421.898,505.222,449.829,649.385,388.299,409.058,413.138,309.588,314.632,535.99,718.197,489.58,317.478,407.611,237.431,409.347,381.385,249.682,239.92,307.316,363,294.439,545.88,643.556,331.974,390.377,392.359,609.128,435.402,487.573,272.663,209.981,253.718,499.541,405.527,428.265,333.748,271.714,222.536,359.897,434.316,339.962,273.427,584.026,456.414,339.214,335.667,329.054,448.368,453.617,403.248,373.667,449.094,214.897,543.517,234.792,370.932,396.324,380.269,327.229,290.149,81.788,206.257,384.735,274.648,230.482,246.258,264.312,369.929,179.565,264.378,228.052,226.205,309.304,292.795,304.611,315.045,402.701,358.883,421.709,53.068,336.981,282.658,500.342,337.919,414.963,525.248,325.764,271.42,207.858,147.271,18.647,202.664,378.974,307.271,315.741,351.231,252.224,279.043,224.565,309.835,181.692,250.257,278.903,211.447,234.342,260.494,261.622,224.292,321.094,217.024,339.991,100.175,203.04,400.231,175.581,236.921,260.784,514.888,295.564,213.835,290.043,268.44,413.154,277.321,254.598,337.477,205.867,340.728,238.065,307.163,339.549,467.761,308.111,361.536,312.204,333.043,187.746,340.093,227.923,428.197,225.06,224.783
59.41,368.484,380.624,199.917,443.569,358.542,272.367,421.444,300.821,563.974,491.846,311.991,308.194,599.94,637.615,227.776,592.573,651.414,652.966,291.171,357.724,527.991,546.282,447.204,513.367,450.154,651.291,393.368,423.34,414.681,308.816,324.491,544.98,722.051,491.589,325.77,409.832,238.083,416.084,387.908,250.755,243.368,292.496,360.319,302.061,540.094,657.598,339.422,398.123,385.675,603.795,439.162,512.521,278.475,208.471,258.573,495.284,391.973,431.427,335.703,280.837,225.027,359.819,457.838,362.736,270.752,590.205,465.333,349.94,349.043,325.795,458.265,451.636,411.402,372.877,461.453,218.243,545.983,235.368,373.009,400.762,387.058,332.78,284.386,89.731,203.789,396.168,269.549,228.218,247.645,266.703,364.814,176.348,275.586,227.927,224.205,319.887,293.077,311.565,311.528,408.444,351.856,429.496,49.863,336.393,279.923,502.359,338.171,414.065,511.88,311.509,270.429,205.906,145.443,20.31,202.582,394.308,309.187,312.233,354.12,257.255,279.457,229.946,315.957,188.077,264.531,276.77,215.534,237.368,268.624,263.027,230.892,318.111,214.793,343.181,99.088,209.65,410.068,182.371,242.934,259.907,513.963,296.667,214.704,288.733,272.534,416.846,290.012,250.017,341.73,208.438,343.079,241.968,312.808,337.832,489.299,302.009,365.982,327.061,349.704,183.658,354.547,231.821,444.607,224.56,230.333
59.41,374.768,381.729,207.833,437.293,362.833,276.114,420,299.333,562.27,489.376,312.083,323.28,597.957,644.291,229.966,583.485,661.629,648.966,286.496,360.276,523.624,541.325,445.235,520.359,450.35,656.863,392.197,418.883,421.06,311.596,319.868,538.188,722.479,497.839,330.646,402.23,235,411.221,381.312,240.955,238,291.111,361.787,289.702,536.308,643.239,336.69,394.658,380.949,611.453,437.709,508.803,281.15,208.24,258.444,500.248,387.682,418,325.009,284.347,221.616,351.767,452.727,358.377,272.761,585.786,471.649,345.496,344.188,325.67,452.504,440.607,410.581,378.272,454.607,219.028,547.422,235.075,374.88,404.933,394.433,331.303,292.218,81.308,206.367,395,275.802,214.527,244.108,265.047,364.301,180.435,274.982,224.896,219.479,305.843,290.103,308.056,311.933,413.607,369.541,419.205,50.65,340.757,274.385,491.436,333.658,408.86,513.513,312.566,263.58,209.67,141.029,17.224,202.145,383.128,303.841,317.414,347.35,253.796,277.534,228.217,317.148,189.481,262.177,279.204,214.155,236.41,267.306,269.703,238.523,313.915,210.524,344.466,91.728,205.39,406.761,185.21,239.408,249.33,511.875,303.812,214.913,286.259,270.81,413.419,278.407,249.65,345.009,199.876,340.57,243.204,309.269,336.442,488.692,300.607,361.098,320.388,346.2,182.088,337.453,229.885,431.855,217.083,225.35
59.41,374.558,382.176,208.217,438.181,361.729,276.342,421.641,293.321,571.635,490.718,306.954,312.441,600.564,641.171,231.621,586.058,653.733,650.641,290.419,348.966,528.633,535.641,428.571,518.615,440.12,657.205,396.162,419.155,413.155,309.798,324.904,540.307,724.897,489.536,311.115,399.274,238.936,407.232,385.899,251.227,245.609,293.897,361.234,294.842,536.051,652.094,338.034,399,377.316,607.949,436.521,506.368,278.25,218.731,260.966,501.385,394.645,432.205,340.045,271.01,221.705,359.431,448.538,361.368,272.658,581.06,456.757,344.59,344.043,320.786,449.248,448.28,403.718,375.386,451.111,221.579,542.767,231.736,373.205,399.086,390.615,329.165,288.614,87.327,206.11,385.071,273.769,223.745,259.559,272.297,365.336,183.42,267.64,221.396,225.957,314.087,290.966,313.491,305.124,401.111,355.955,431.162,47.701,336.383,281.615,494.915,327.703,420.037,516.291,319.321,266.045,207.887,142.514,15.94,204.027,391.077,303.86,305.164,350.94,247.867,276.397,230.859,308.409,187.269,250.938,268.619,215.718,228.487,262.812,263.333,237.938,330.932,215.061,343.94,93.377,211.53,404.436,174.645,238.132,257.371,505.65,296.12,217.904,296.129,272.414,411.385,284.383,249.222,350.721,212.59,343.061,245.57,304.269,335.08,490.778,306.863,367.616,310.184,341.461,179.079,344.173,219.679,430.923,220.381,219.717
59.41,372.789,374.471,200.633,426.664,344.062,270.924,424.897,295.295,564.887,498.393,306.574,320,609.385,643.444,227.345,596.272,654.431,651.265,298.949,349.991,519.855,544.265,444.663,520.607,444.479,650.385,392.205,424.311,419.328,305.711,330.746,540.673,714.923,493.304,321.938,401.708,240.725,398.295,380.422,245.636,242.276,292.923,360.16,296.553,536.12,652.504,332.716,392.667,385.043,608.103,435.47,503.778,276.425,227.663,255.179,497.697,391.936,423.256,345.748,277.765,225.259,359.155,457.103,364.028,274.504,580.923,463.297,349.932,342.906,328.58,453.35,447.766,408.735,379.781,449.026,222.318,545.819,236.009,380.846,399.352,385.144,343.752,285.683,84.346,210.651,392.938,270.297,217.927,248.871,257.125,369.885,173.406,272.73,224.833,219.479,315.07,285.547,310.231,306.461,407.188,366.505,419.496,50.111,336.579,286.393,494.795,333.432,416.299,517.538,316.16,267.714,211.34,133.629,20.172,204.318,395.872,300.645,310.233,338.214,258.184,274.716,230.359,308.965,182.058,265.044,274.133,219.874,230.333,272.588,268.369,229.338,327.795,199.61,351.241,98.912,214.92,403.863,172.548,248.329,265.464,514.013,304.974,211.591,293.819,270.741,403.761,292.778,253,363.288,209.762,341.719,243.086,315.76,345.531,491.615,301.077,363.973,313.735,344,188.991,347.44,221.077,423.282,223.714,228.3
59.41,375.221,386.882,206.583,430.784,350.958,271.962,417.376,296.91,562.626,498.103,311.63,316.075,602.41,646.18,230.707,583.573,646.586,649.547,284.718,355.345,521.145,542.778,436.367,518.359,453.667,652.581,394.214,426.437,408.81,308.526,325.605,532.079,721.18,499.518,312.089,398.204,243.119,410.758,388.028,251.709,236.77,294.47,356.936,296.246,539.393,652.034,340.112,393.772,384.248,607.325,434.333,505.06,281.7,223.298,255.368,492.128,396.882,430.026,337.622,272.357,226.188,357.336,453.923,362.217,271.068,591.094,462.55,342.786,345.128,321.973,459.803,440.047,414.179,381.912,456.795,214.888,545.06,235.377,374.872,395.562,386.817,336.697,284.713,85.404,206.578,387.743,277.659,229.645,246.032,263.812,362.522,174.652,269.369,226.615,220.632,315.583,288.684,297.815,312.258,407.65,349.027,426.744,51.983,334.514,286.077,490.222,328.991,412.037,501.239,320.547,264.045,205.849,143.229,24.664,205.164,393.906,299.963,312.302,349.308,259.122,280.095,231.228,299.409,183.25,252.54,271.664,214.922,231.496,261.306,269.108,231.708,325.35,210.39,343.491,99.553,200.03,411.462,176.774,239.947,262.155,523.338,300.889,214.983,292.681,267.664,418.487,286.037,249.624,351.072,209.686,344.535,241.505,303.875,342.779,496.231,304.017,367.268,318.51,338.47,185.474,356.093,221.154,435.675,216.667,231.483
59.65,387.4,390.153,212.117,429.026,357.688,283.873,429.444,306.5,563.861,510.829,319.5,323.484,608.145,649.88,234.543,600.563,660.112,664.47,296.521,359.75,528.017,543.444,444.173,522.65,454.521,661.769,402.009,427.631,407.155,315.474,341.851,558.267,718.556,492.607,310.504,420.85,238.138,404.621,398.67,254.273,242.115,294.197,362.362,299.535,537.017,652.026,350.259,403.86,374.65,611.607,440.667,527.769,283.312,225.885,265.991,496.064,390.455,433.188,340.946,286.837,231.893,370.112,467.282,373.453,277.282,580.607,480.243,357.872,349.342,327.616,469.453,439.065,413.624,382.789,447.35,219.935,548.379,244.906,382.137,402.981,395.625,341.881,284.396,83.808,205.862,398.743,277.846,229.809,243.301,274.266,368.726,175.812,270.838,233.74,222.598,301.461,280.974,311.389,316.64,419.786,357.613,428.615,48,335.981,284.735,495.812,344.622,410.589,509.342,304.736,259.571,210.34,140.857,18.819,214.336,407.273,297.28,313.56,346.325,257.204,279.638,233.076,318.122,189.404,256.602,284.221,221.505,234.393,259.635,260.324,233.908,316.923,205.988,346.81,89.798,212.7,419.821,177.194,250.566,269.433,523.875,307.581,228.435,290.517,277.362,421.376,297.63,243.393,361.631,219.981,348.211,241.376,311.337,349.416,506.556,306.632,368.214,325.633,346.87,184.825,356.027,221.038,447.829,216.286,225.167
59.65,380.4,379.2,206.083,428.19,357.792,279.696,427.658,289.846,556.565,493.077,308.111,315.925,597.35,644.667,226.517,580.175,658.595,647.077,297.342,362.914,523.273,536.521,437.551,523.82,456.291,649.94,395.145,432.544,419.621,310.158,340.465,550.772,713.154,490.661,309.832,390.646,235.679,413.274,374.064,244.545,238.885,292.94,360.468,298.842,528.402,644.282,350.922,395.886,379.709,607.197,429.573,534.085,280.475,226.481,264.368,491.936,379.745,431.154,335.108,286.827,225.509,364.31,466.727,365.151,266.641,578.017,470.64,341.436,349.675,329.33,465.325,437.514,407.556,384.368,452.521,225.178,540.198,240.538,372.145,408.314,391.115,343.11,277.495,84.519,211.147,392.611,272.044,231.764,247.581,267.844,362.681,182.942,269.568,229.396,218.957,294.974,281.103,308.824,308.573,411.402,362.423,426.761,47.026,334.813,283.265,485.094,346.514,410.486,497.479,306.519,252.384,213.849,137.214,16.216,203.227,401.06,303.196,307.802,339.846,255.245,269.069,228.739,306.278,183.962,262.584,272.425,218.485,238.521,264.882,254.144,235.954,318.043,210.22,347.216,96.947,215.3,423.47,177.226,249.5,264.67,512.737,305.402,227,290.405,266.612,414.376,303.42,247.085,360.901,213.305,349.912,240.032,311.683,352.655,492.316,306.607,365.188,327.265,346.609,180.316,361.44,222.154,437.735,211.488,230.55
59.65,377.621,385.965,207.067,428.06,366.667,281.316,427.778,305.103,550.287,497.094,311.907,310.763,607.436,641.897,231.233,584.466,656.414,645.624,292.308,362.086,513.658,539.991,438.245,520.496,451.179,667.444,398.368,420.252,409.603,314.719,338.053,543.04,707.273,486.92,315.832,404.761,235.596,408.411,382.257,252.091,239.793,282.966,363.383,292.5,529.496,640.051,338.483,394,371.761,609.923,426.615,530.35,275.663,225.183,261.966,505.789,392.782,424.744,335.73,292,227.973,359.836,472.402,370.981,276.291,588.778,467.027,350.538,343.889,327.214,465.188,436.935,410.829,385.404,443.974,227.813,553.069,244.283,378.915,401.429,395.202,343.055,280.683,87.077,208.56,399.885,266.692,232.418,243.419,274.297,366.566,174.855,277.703,235.688,221.59,294.27,280.966,305.065,308.438,410.205,347.099,434.889,48.855,338.551,288.624,488.137,344.486,410.514,504.162,310.67,260.366,212.311,143.643,19.647,207.527,399.607,296.551,309.991,339.632,257.082,276.991,237.337,316.609,184.596,256.911,276,223.67,229.359,264.788,257.685,247.985,321.564,212.927,346.845,100.877,216.48,421.145,182.79,242.987,257.629,518.3,303.735,228.009,290.457,273.052,415.197,297.136,250.658,357.928,221.533,345.36,239.376,307.231,351.805,491.53,310.162,370.33,313.776,339.27,187.316,351.573,220.667,440.915,207.19,223.283
59.65,384.716,385.082,223.517,431.828,362.25,278.241,427.171,302.269,558.87,494.709,313.63,307.355,618.35,644.769,228.224,588.262,655.914,652.675,287.658,367.371,523.35,544.385,441.663,527.436,454.957,649.521,396.197,423.184,422.216,312.632,335.596,548.861,706.974,491.929,310.027,409.071,235.771,420.474,384.156,252.618,236.644,300.265,356.383,300.877,523.111,652.991,351.259,391.772,380.487,612.205,433.88,528.487,283.587,231.644,262.735,493.706,389.282,433.932,338.829,286.969,233.58,363.707,471.966,366.5,274.675,585.846,469.811,356.342,356.718,336.304,469.009,440.047,410.538,376.763,452.034,211.888,547.155,234.594,377.769,412.448,398.154,343.798,283.297,85.019,210.927,389.655,272.165,237.1,249.14,271.875,369.779,168.638,276.378,224.99,219.265,295.661,284.65,310.463,312.124,420.051,351.658,431.299,50.761,333.682,288.932,484.803,341.91,410.579,499.12,316.349,258.821,212.84,136.857,17.112,203.264,399.88,306.037,305.224,343.538,258.694,281.578,234.326,302.322,179.673,257.991,280.743,217.922,233.026,260.588,261.766,241.323,311.051,211.646,355.44,96.254,218.58,415.966,180.387,248.737,266.979,530.85,306.598,227.122,284.431,270.483,418.205,287.568,242.248,351.36,212.762,344.649,240.505,311.788,349.664,495.205,316.675,360.946,327.163,337.609,187.07,346.787,222.359,434.607,210.262,220.917
