FluorCam7 Kinetics Export File
-----------------------------------
[us]	[°C]	Av6.1	Av4.2	Av1.2	Av6.3	Av3.1	Av2.1	Av4.1	Av6.2	Av7.2	Av4.3	Av5.1	Ad2.1	Av1.1	Ad7.1	Ad3.2	Av1.3	Ad7.3	Ad1.1	Av7.1	Ad3.1	Ad7.2	Av7.3	Ad3.3	Ad5.1	Av5.2	Av3.2	Av2.2	Ad2.2	Ad1.2	Ad5.2	Ad5.3	Ad4.3	Ad1.3	Ad4.2	Ad2.3	Ad4.1	Av2.3	Ad6.3	Av3.3	Ad6.2	Av5.3	Ad6.1
2760180000	56.98	208.310	302.085	293.032	261.439	517.573	538.487	284.414	334.061	350.120	510.273	448.641	382.128	229.212	177.337	198.197	433.138	437.973	444.590	298.856	218.173	165.357	296.078	306.034	262.113	222.897	460.376	347.631	343.581	300.325	295.750	321.188	435.140	356.675	331.921	431.436	181.907	462.534	217.123	342.538	319.495	345.452	277.826
2790020000	57.22	217.506	308.838	299.745	268.412	524.316	550.068	292.034	350.842	358.573	526.633	445.838	379.624	229.400	178.808	203.043	439.183	436.400	435.932	301.369	225.020	181.214	301.250	322.667	265.538	222.949	472.496	357.207	334.521	297.897	296.705	332.735	443.047	370.581	345.561	429.128	182.523	486.474	211.387	344.462	317.371	353.115	285.697
2790060000	57.22	216.448	303.573	302.649	263.640	519.077	552.675	294.457	345.851	356.231	529.769	450.974	389.983	228.300	179.019	209.521	451.440	432.355	438.846	308.604	219.000	188.625	297.612	312.786	265.179	229.496	476.906	359.441	325.342	297.650	296.920	328.282	444.280	360.043	337.263	434.966	178.654	470.112	206.830	349.291	320.533	355.202	290.541
2790100000	57.22	223.379	299.530	306.468	267.658	529.718	547.957	286.819	352.368	357.795	538.034	449.231	393.427	239.488	177.933	216.368	439.798	433.891	439.282	311.523	227.776	183.098	298.802	316.880	260.396	233.521	476.923	355.216	329.436	295.299	299.866	327.547	443.579	375.154	341.114	436.718	183.869	472.940	205.679	350.991	326.695	355.712	291.193
2790140000	57.22	209.126	302.504	304.904	268.693	513.974	554.590	289.948	348.105	357.000	538.325	452.538	391.778	229.800	190.067	202.598	444.697	432.700	441.470	303.550	224.510	182.134	299.078	309.735	269.755	229.752	472.632	358.495	325.308	299.350	296.134	332.530	440.346	371.308	342.526	429.897	178.729	476.172	213.113	341.436	315.314	353.490	283.220
2790180000	57.22	209.529	303.650	303.660	268.158	526.256	554.658	288.828	349.693	352.222	537.915	444.350	381.000	224.913	183.135	214.282	451.092	440.036	447.145	307.009	215.122	185.911	300.259	315.718	271.981	230.581	477.393	351.964	327.120	293.103	295.152	331.846	444.206	371.103	346.465	434.462	183.084	479.621	209.915	352.932	326.552	349.558	282.138
2820020000	57.47	217.908	310.385	316.787	282.193	545.820	572.248	296.112	364.798	364.436	555.513	455.162	400.803	233.100	187.327	221.923	453.358	434.400	453.205	320.721	227.092	187.170	302.293	332.829	274.443	232.103	497.179	372.550	335.359	299.060	301.580	337.017	441.720	393.940	349.035	443.034	190.813	493.164	214.226	351.615	320.714	359.644	290.752
2820060000	57.47	221.690	298.769	301.883	282.579	534.684	570.026	295.974	357.632	362.684	541.308	445.957	393.598	228.300	188.942	215.769	445.183	432.455	443.838	315.162	223.908	183.018	300.310	331.239	277.274	233.034	492.419	356.342	320.821	298.333	291.580	349.137	447.907	384.564	352.912	439.077	183.794	495.371	213.443	349.077	329.400	355.971	293.037
2820100000	57.47	219.034	310.179	301.521	277.061	537.829	570.889	294.138	355.500	362.863	547.556	451.094	394.000	238.750	182.769	221.915	460.239	436.100	442.068	317.856	227.867	186.625	303.940	330.504	278.434	229.692	499.111	368.559	323.504	296.906	297.589	341.667	439.290	383.239	349.246	434.872	178.411	487.500	213.792	348.077	337.657	366.048	287.119
2820140000	57.47	228.897	300.701	320.734	278.079	537.820	566.051	296.819	365.456	355.607	545.026	447.470	394.444	237.087	190.827	217.598	448.972	439.136	448.299	312.766	230.765	193.098	302.784	329.171	278.198	237.632	488.265	361.793	324.650	300.812	302.723	343.393	440.701	383.735	349.325	440.256	184.299	486.017	211.358	352.718	328.267	357.385	291.642
2820180000	57.47	221.448	302.863	317.117	278.614	536.957	572.188	295.560	357.737	370.265	550.393	448.128	396.949	236.438	183.163	217.436	448.578	430.700	449.487	322.955	232.000	187.089	297.017	323.991	270.623	231.017	492.590	359.703	327.137	295.521	297.402	343.479	438.645	380.402	357.228	443.983	189.103	487.302	210.642	352.060	327.771	356.894	282.193
2850020000	57.71	226.920	297.402	320.330	290.412	532.171	581.615	291.147	368.693	367.137	553.427	450.222	410.427	235.850	182.673	223.350	461.642	429.864	442.299	330.342	242.612	194.759	307.517	351.402	291.377	237.487	512.513	385.378	321.256	303.265	304.598	349.821	451.093	407.026	355.351	429.402	186.944	498.621	211.613	354.239	344.210	356.913	296.266
2850060000	57.71	225.425	296.188	324.819	289.526	536.641	587.530	291.888	365.316	368.615	563.017	450.538	396.949	242.163	188.596	218.085	468.294	426.200	443.897	319.595	228.684	192.732	304.578	342.778	283.991	238.103	510.684	384.360	317.402	295.949	296.196	357.538	445.019	396.564	348.649	428.727	189.822	500.957	218.689	346.786	344.362	357.625	303.780
2850100000	57.71	226.287	297.615	319.489	285.281	534.128	590.795	298.603	369.053	369.684	560.709	451.316	392.376	243.238	180.481	225.838	460.183	424.318	438.889	321.928	234.429	187.107	306.483	345.385	288.009	229.068	510.085	381.658	313.872	311.538	302.330	357.197	442.953	398.650	353.167	428.154	192.308	506.664	219.009	363.197	344.352	364.837	291.807
2850140000	57.71	225.598	293.846	327.053	289.851	542.188	580.180	298.060	370.211	371.333	555.803	460.393	401.120	243.038	185.856	225.419	463.945	426.073	441.607	314.676	227.990	197.027	307.121	339.530	283.802	234.752	512.598	374.324	322.068	304.316	306.179	366.051	448.626	392.786	364.614	424.632	183.953	499.509	219.868	356.974	340.943	361.712	300.817
2850180000	57.71	226.966	297.778	316.266	283.202	535.538	581.385	291.034	374.079	370.308	560.829	453.000	403.906	244.925	186.163	222.855	471.789	432.427	436.727	319.468	230.480	199.830	316.483	345.179	290.443	239.427	513.863	374.333	316.632	295.744	301.054	356.821	441.327	398.231	352.088	431.393	189.168	507.672	214.868	357.103	338.057	363.904	294.688
2880020000	57.95	221.126	304.342	331.032	299.947	547.137	597.752	300.914	382.281	373.684	575.111	454.479	415.120	241.413	189.558	237.359	477.073	426.473	438.316	326.027	229.092	196.955	309.414	361.436	297.406	236.462	530.487	395.297	321.120	313.368	301.812	370.675	453.393	401.761	368.140	425.462	193.841	515.966	218.274	353.479	344.371	369.798	301.248
2880060000	57.95	232.253	302.940	332.170	299.886	535.427	597.444	295.966	382.175	380.932	575.128	453.581	405.778	251.837	189.798	231.709	471.743	426.973	431.573	320.721	237.000	199.071	312.810	349.470	287.075	241.504	525.427	387.459	314.932	305.974	305.089	370.906	455.794	400.231	362.965	432.684	190.131	512.569	218.708	355.675	350.390	361.990	299.147
2880100000	57.95	230.299	306.709	331.798	296.009	546.752	592.316	306.552	375.561	386.359	575.376	456.273	407.923	240.962	186.615	232.684	475.101	421.373	433.043	323.694	232.531	202.196	311.603	350.162	296.613	246.256	526.222	383.865	315.017	303.231	299.920	368.393	451.280	404.932	358.140	428.222	193.654	508.414	212.679	353.538	350.857	367.471	300.798
2880140000	57.95	231.621	306.863	333.468	289.351	540.496	600.171	304.526	378.658	384.197	575.547	449.863	411.607	246.300	194.894	236.513	472.459	414.200	442.273	329.396	233.837	194.902	307.241	349.564	292.028	236.641	532.419	394.288	317.761	311.205	308.420	368.863	449.374	402.769	363.123	430.752	193.645	513.474	217.500	357.521	347.352	362.577	300.725
2880180000	57.95	224.149	294.692	323.245	296.421	538.034	590.291	295.457	378.895	375.265	567.846	453.897	405.085	245.137	191.788	233.590	463.881	419.582	439.718	320.045	243.276	200.991	316.810	364.556	292.283	241.727	524.820	387.495	317.709	308.906	301.938	373.265	450.589	406.786	366.246	428.205	194.813	515.784	221.840	358.162	348.971	361.385	308.890
2910020000	58.19	233.483	301.906	334.436	300.693	547.376	614.897	305.147	389.886	386.068	584.325	452.855	416.103	252.613	196.154	254.453	481.064	423.682	447.590	330.523	238.878	203.036	321.560	374.880	307.887	245.821	547.915	406.667	315.299	323.231	302.438	383.068	457.112	394.829	367.114	437.299	193.000	527.345	218.764	349.701	349.219	365.462	316.734
2910060000	58.19	224.678	293.598	325.011	294.693	546.077	611.795	312.414	384.132	372.162	581.598	441.342	410.145	241.188	193.385	245.231	478.807	420.136	448.940	330.820	237.429	201.902	323.009	379.239	304.349	242.265	534.684	401.685	307.197	315.359	310.366	388.479	449.589	404.393	359.553	435.342	192.869	530.103	219.755	353.641	350.210	370.519	306.312
2910100000	58.19	232.034	303.273	327.702	296.123	544.709	604.043	300.716	390.079	383.017	583.427	431.752	410.769	247.375	193.279	236.333	483.853	419.655	438.949	333.288	232.776	195.848	322.371	368.701	302.160	248.487	539.333	405.423	318.137	317.778	304.536	380.214	457.636	394.727	359.947	443.111	192.944	521.017	220.481	356.103	350.333	366.846	315.899
2910140000	58.19	222.046	303.812	338.830	300.079	542.393	604.180	302.466	385.877	393.068	574.991	451.573	424.368	262.862	200.048	244.188	473.064	424.209	433.957	328.991	239.561	202.768	319.276	373.991	303.679	251.778	535.940	401.784	308.256	311.709	303.589	386.803	456.523	392.077	365.044	439.026	192.757	513.181	218.698	364.427	358.010	358.010	320.477
2910180000	58.19	229.586	298.265	340.064	294.833	547.231	611.009	310.690	381.623	385.043	586.897	448.325	425.385	250.663	197.269	236.504	481.431	417.900	437.325	330.802	238.031	198.134	324.164	367.051	311.981	248.111	535.137	403.775	316.453	314.735	307.946	392.513	457.019	392.829	363.605	442.778	198.037	529.353	222.311	354.325	356.886	360.490	307.083
2940020000	58.43	234.713	298.880	342.734	296.000	554.820	621.949	310.353	386.088	386.051	591.889	448.376	436.239	250.712	202.615	247.966	492.266	421.118	426.718	341.685	242.990	205.429	326.103	391.111	316.189	248.590	553.761	418.081	319.991	319.470	308.634	399.530	461.019	398.162	371.737	446.222	200.411	535.112	231.632	366.932	370.533	367.894	314.110
2940060000	58.43	234.437	303.641	335.862	297.798	555.393	621.077	311.750	386.482	389.393	591.615	442.803	437.530	254.725	189.990	245.359	488.890	417.964	433.701	335.459	243.949	210.250	333.578	383.538	317.255	253.590	552.521	413.757	320.179	313.906	306.339	391.735	451.589	392.983	366.711	445.393	198.785	530.603	219.566	358.111	370.410	354.971	309.101
2940100000	58.43	241.943	300.538	336.755	296.754	536.299	623.222	312.647	385.307	389.803	581.855	444.718	432.573	259.150	198.519	255.675	487.459	427.709	435.735	338.991	241.684	200.464	330.914	389.111	321.075	253.872	553.325	419.820	307.735	322.026	312.643	402.838	458.738	393.504	374.263	442.051	202.710	548.586	225.689	360.538	360.390	364.654	311.193
2940140000	58.43	236.115	300.479	329.660	295.746	550.761	618.239	310.164	388.088	387.735	597.573	444.197	437.034	255.950	199.577	247.658	480.358	419.618	428.658	337.829	249.867	202.054	327.750	387.103	319.896	262.855	551.385	421.378	312.094	313.718	309.125	404.291	460.131	394.701	367.430	441.923	200.673	533.310	223.189	368.915	369.295	365.029	319.248
2940180000	58.43	227.667	303.838	344.745	293.395	546.333	615.504	319.241	389.333	384.470	590.103	437.103	433.940	259.050	198.452	244.615	492.266	415.082	433.675	335.243	245.408	212.384	331.569	391.239	316.236	249.658	549.299	417.315	313.915	315.094	311.339	397.872	456.084	392.675	364.395	446.487	201.785	539.103	235.038	354.427	366.048	360.827	316.908
2970020000	58.67	235.448	302.641	344.085	298.123	552.291	638.402	320.724	389.140	394.667	600.487	436.453	446.897	261.462	200.702	259.043	491.147	423.500	437.957	351.207	254.347	209.250	339.026	411.427	328.189	250.214	567.752	429.360	320.727	331.231	316.562	421.701	467.449	412.487	375.816	454.513	211.271	538.216	229.311	360.009	375.543	362.279	321.229
2970060000	58.67	239.989	296.145	343.128	299.140	555.991	629.949	322.009	400.447	388.214	602.727	443.342	447.368	261.562	208.231	252.538	498.798	416.082	439.085	334.198	255.357	212.402	334.052	402.863	327.764	261.282	564.752	428.369	308.667	326.957	313.777	423.624	467.402	408.444	363.728	445.556	205.850	535.629	230.009	365.701	373.057	368.096	321.303
2970100000	58.67	230.046	303.308	345.160	293.070	552.111	631.633	308.043	385.386	390.564	589.180	440.590	444.547	260.962	206.337	248.581	488.413	415.536	431.632	334.054	244.490	205.857	333.922	405.256	325.104	262.641	558.120	421.306	317.197	323.197	314.688	416.846	465.374	396.444	368.211	443.496	205.981	538.052	226.991	369.162	380.448	364.250	321.872
2970140000	58.67	231.287	302.077	341.032	299.211	545.675	633.838	315.759	390.035	389.085	587.538	448.009	444.504	257.562	205.904	249.436	495.954	424.327	430.564	332.198	258.510	210.464	333.957	405.803	326.915	256.162	559.350	429.108	322.513	323.675	307.223	417.179	471.019	407.205	373.781	457.137	203.720	534.103	222.566	366.051	374.029	354.827	322.596
2970180000	58.67	236.126	300.154	343.330	302.886	548.795	636.222	322.026	388.868	392.821	592.376	439.889	446.547	259.750	205.712	251.632	495.853	414.536	434.402	338.135	253.398	211.357	340.276	411.957	341.538	262.761	559.573	431.009	321.889	320.530	312.214	426.265	467.523	397.444	368.474	451.291	207.159	543.293	222.104	362.846	379.638	358.942	329.651
3000020000	58.91	239.264	306.154	360.819	300.079	541.120	641.650	334.103	401.175	398.684	606.889	444.128	465.940	267.438	213.952	256.299	499.954	412.882	435.479	337.450	265.000	211.554	349.491	427.068	341.028	260.043	587.120	441.288	324.863	336.675	315.545	432.675	456.869	398.248	379.956	454.521	204.794	562.853	227.330	371.214	381.962	368.192	331.752
3000060000	58.91	238.000	300.231	348.096	297.140	554.291	636.162	322.586	384.649	386.761	600.915	435.470	461.051	269.200	216.558	255.034	492.798	410.445	432.162	333.153	262.143	212.286	343.750	425.872	341.925	266.009	577.359	441.793	323.094	326.214	307.482	425.880	458.533	411.009	374.851	452.103	210.645	553.672	224.377	357.932	384.057	368.087	328.908
3000100000	58.91	237.529	300.154	357.660	303.298	554.932	644.342	322.819	388.693	389.231	607.624	436.308	470.222	268.212	209.644	257.692	505.119	403.009	434.248	335.441	258.643	212.652	341.310	416.889	339.585	270.803	585.162	434.946	320.444	327.419	301.821	429.026	454.636	413.590	376.456	455.214	210.112	556.172	236.915	368.453	390.552	369.615	332.651
3000140000	58.91	222.851	297.863	350.840	294.149	551.444	638.068	323.560	389.956	396.231	603.308	435.573	458.419	269.812	209.615	263.359	495.633	408.427	427.581	342.550	265.582	214.821	340.112	422.043	341.123	262.308	590.231	440.162	317.855	328.786	312.652	431.932	453.738	415.214	375.544	448.496	206.449	547.991	234.736	366.761	375.562	374.192	330.642
3000180000	58.91	237.092	295.162	352.404	306.746	547.675	631.581	325.871	397.763	389.291	602.248	445.795	464.137	270.612	208.298	256.308	492.110	406.636	436.043	336.820	256.776	219.652	341.853	430.410	338.632	269.795	580.496	444.568	325.342	340.727	320.741	439.863	464.645	411.838	381.693	446.154	203.280	546.060	226.670	365.974	379.333	376.125	334.431
3030020000	59.15	239.195	302.846	356.372	302.614	548.633	645.598	333.698	387.754	392.068	604.026	443.308	485.111	264.550	215.375	258.880	505.183	412.900	432.727	342.505	273.010	220.196	340.362	443.547	359.594	267.692	580.291	460.252	339.137	343.427	332.598	441.761	458.523	412.077	376.833	452.385	212.084	553.828	228.792	377.940	389.467	374.231	339.697
3030060000	59.15	243.218	296.897	350.989	306.781	542.521	647.180	329.983	397.184	388.291	601.427	436.043	478.060	269.587	210.663	255.692	501.587	396.718	427.419	345.054	269.745	214.545	347.871	436.000	348.302	270.316	587.641	455.901	332.650	330.060	316.955	444.778	453.953	413.855	376.781	448.564	206.449	551.276	232.821	361.974	389.724	372.817	333.853
3030100000	59.15	246.057	294.991	359.734	299.307	543.803	641.470	332.431	391.754	391.581	604.205	447.248	490.573	276.788	208.375	258.504	502.202	401.409	419.701	349.360	267.622	217.295	350.405	435.692	349.708	265.470	582.444	448.991	334.453	334.897	320.080	443.248	447.570	406.051	376.675	458.897	215.953	549.664	232.283	366.308	389.629	373.433	336.404
3030140000	59.15	242.046	295.077	360.426	294.737	546.120	640.795	332.060	395.132	393.496	606.556	441.624	490.239	275.650	210.702	260.718	504.028	404.691	421.735	343.928	263.806	223.643	349.500	438.863	349.575	268.154	582.974	452.865	336.991	336.821	319.143	445.282	444.991	406.239	372.395	457.470	212.234	557.112	228.717	365.974	390.781	373.394	333.138
3030180000	59.15	239.920	307.316	363.000	294.439	545.880	643.556	331.974	390.377	392.359	609.128	435.402	487.573	272.663	209.981	253.718	499.541	405.527	428.265	333.748	271.714	222.536	359.897	434.316	339.962	273.427	584.026	456.414	339.214	335.667	329.054	448.368	453.617	403.248	373.667	449.094	214.897	543.517	234.792	370.932	396.324	380.269	327.229
3060020000	59.38	243.368	292.496	360.319	302.061	540.094	657.598	339.422	398.123	385.675	603.795	439.162	512.521	278.475	208.471	258.573	495.284	391.973	431.427	335.703	280.837	225.027	359.819	457.838	362.736	270.752	590.205	465.333	349.940	349.043	325.795	458.265	451.636	411.402	372.877	461.453	218.243	545.983	235.368	373.009	400.762	387.058	332.780
3060060000	59.38	238.000	291.111	361.787	289.702	536.308	643.239	336.690	394.658	380.949	611.453	437.709	508.803	281.150	208.240	258.444	500.248	387.682	418.000	325.009	284.347	221.616	351.767	452.727	358.377	272.761	585.786	471.649	345.496	344.188	325.670	452.504	440.607	410.581	378.272	454.607	219.028	547.422	235.075	374.880	404.933	394.433	331.303
3060100000	59.38	245.609	293.897	361.234	294.842	536.051	652.094	338.034	399.000	377.316	607.949	436.521	506.368	278.250	218.731	260.966	501.385	394.645	432.205	340.045	271.010	221.705	359.431	448.538	361.368	272.658	581.060	456.757	344.590	344.043	320.786	449.248	448.280	403.718	375.386	451.111	221.579	542.767	231.736	373.205	399.086	390.615	329.165
3060140000	59.38	242.276	292.923	360.160	296.553	536.120	652.504	332.716	392.667	385.043	608.103	435.470	503.778	276.425	227.663	255.179	497.697	391.936	423.256	345.748	277.765	225.259	359.155	457.103	364.028	274.504	580.923	463.297	349.932	342.906	328.580	453.350	447.766	408.735	379.781	449.026	222.318	545.819	236.009	380.846	399.352	385.144	343.752
3060180000	59.38	236.770	294.470	356.936	296.246	539.393	652.034	340.112	393.772	384.248	607.325	434.333	505.060	281.700	223.298	255.368	492.128	396.882	430.026	337.622	272.357	226.188	357.336	453.923	362.217	271.068	591.094	462.550	342.786	345.128	321.973	459.803	440.047	414.179	381.912	456.795	214.888	545.060	235.377	374.872	395.562	386.817	336.697
3090020000	59.62	242.115	294.197	362.362	299.535	537.017	652.026	350.259	403.860	374.650	611.607	440.667	527.769	283.312	225.885	265.991	496.064	390.455	433.188	340.946	286.837	231.893	370.112	467.282	373.453	277.282	580.607	480.243	357.872	349.342	327.616	469.453	439.065	413.624	382.789	447.350	219.935	548.379	244.906	382.137	402.981	395.625	341.881
3090060000	59.62	238.885	292.940	360.468	298.842	528.402	644.282	350.922	395.886	379.709	607.197	429.573	534.085	280.475	226.481	264.368	491.936	379.745	431.154	335.108	286.827	225.509	364.310	466.727	365.151	266.641	578.017	470.640	341.436	349.675	329.330	465.325	437.514	407.556	384.368	452.521	225.178	540.198	240.538	372.145	408.314	391.115	343.110
3090100000	59.62	239.793	282.966	363.383	292.500	529.496	640.051	338.483	394.000	371.761	609.923	426.615	530.350	275.663	225.183	261.966	505.789	392.782	424.744	335.730	292.000	227.973	359.836	472.402	370.981	276.291	588.778	467.027	350.538	343.889	327.214	465.188	436.935	410.829	385.404	443.974	227.813	553.069	244.283	378.915	401.429	395.202	343.055
3090140000	59.62	236.644	300.265	356.383	300.877	523.111	652.991	351.259	391.772	380.487	612.205	433.880	528.487	283.587	231.644	262.735	493.706	389.282	433.932	338.829	286.969	233.580	363.707	471.966	366.500	274.675	585.846	469.811	356.342	356.718	336.304	469.009	440.047	410.538	376.763	452.034	211.888	547.155	234.594	377.769	412.448	398.154	343.798
3090180000	59.62	242.069	296.145	356.447	291.579	532.650	658.128	342.621	393.816	366.077	606.385	435.273	533.085	293.812	223.404	258.205	494.734	384.727	422.060	330.378	286.704	227.036	360.276	461.863	367.915	274.162	586.846	471.784	352.479	346.598	326.536	464.222	442.346	416.709	385.167	450.359	213.561	540.897	234.981	381.393	404.057	391.298	339.844
3120020000	59.86	250.667	295.581	363.766	290.825	529.564	651.402	353.103	395.570	365.350	613.154	436.966	555.761	282.462	232.173	258.350	484.651	381.282	434.444	342.243	294.204	232.411	375.578	480.368	365.887	274.641	580.214	485.694	356.179	361.573	334.741	477.769	429.103	420.171	390.079	447.000	226.729	551.655	250.104	383.872	412.857	401.692	338.734
3120060000	59.86	249.299	293.880	369.936	294.728	529.197	660.350	352.603	386.377	358.991	613.103	424.470	556.051	292.700	228.683	265.470	490.156	370.755	424.496	333.234	293.714	232.696	376.129	473.880	374.481	267.120	583.120	479.541	357.504	360.419	334.429	473.863	419.215	416.291	384.009	446.376	229.196	539.207	244.821	380.231	410.562	404.846	338.459
3120100000	59.86	244.218	292.385	361.872	290.088	519.316	652.735	357.293	386.570	352.333	604.624	431.342	551.282	278.538	232.048	251.410	487.908	385.973	424.889	333.946	304.806	228.464	371.491	473.316	376.925	273.487	578.769	488.829	365.162	354.795	340.902	474.316	430.570	421.513	386.491	455.530	229.477	542.509	241.198	381.949	415.838	401.596	341.376
3120140000	59.86	246.161	291.145	363.660	295.579	532.820	656.325	347.888	386.675	357.333	615.393	433.957	551.444	290.038	225.048	261.598	490.835	376.509	433.214	337.225	302.347	240.571	378.000	478.538	375.019	270.496	576.333	474.793	356.239	365.880	329.304	473.094	428.589	408.795	390.360	448.376	224.439	538.466	251.226	380.034	406.067	396.817	339.009
3120180000	59.86	252.126	289.162	355.404	300.202	524.034	655.231	353.759	388.088	354.470	604.009	429.291	559.795	289.837	224.067	263.231	487.587	376.018	426.803	335.964	296.684	231.839	371.793	473.017	379.330	278.256	582.265	476.910	362.727	356.598	335.214	473.325	428.879	411.154	392.860	443.692	221.196	536.784	240.962	380.359	409.305	404.625	340.220
3150020000	60.11	250.816	289.838	361.351	297.737	525.863	646.444	360.819	376.096	342.598	603.291	431.350	582.718	293.737	227.875	262.983	492.174	371.955	435.239	331.486	317.122	233.062	386.983	490.615	375.689	269.171	585.103	473.676	363.658	366.581	347.491	482.333	422.850	419.453	396.570	447.727	234.776	528.233	251.047	379.761	430.229	418.010	345.018
3150060000	60.11	248.425	293.521	360.957	304.693	521.068	653.325	354.914	370.079	354.154	611.308	430.325	576.154	286.325	228.952	262.556	496.294	371.982	429.231	332.162	310.612	234.330	385.526	494.607	376.208	267.632	588.043	482.189	372.803	359.838	343.188	476.803	417.916	411.932	396.632	436.017	231.533	522.552	252.047	378.342	405.533	405.462	343.899
3150100000	60.11	253.195	285.932	357.872	300.105	521.231	652.291	357.267	367.307	344.410	610.863	429.880	577.581	293.500	230.096	255.863	489.101	376.745	432.291	339.099	308.388	237.688	381.457	482.077	381.113	272.145	576.701	480.505	369.009	359.991	336.411	476.966	416.598	413.709	400.263	440.376	232.944	521.750	249.519	380.906	415.533	409.538	346.110
3150140000	60.11	261.506	288.308	372.000	299.377	523.367	651.470	359.216	371.246	348.556	612.350	441.752	587.009	288.788	234.779	259.658	486.294	378.536	428.077	337.261	308.255	241.830	377.629	479.667	376.500	273.085	579.829	479.595	366.632	363.239	347.116	482.402	416.981	417.385	397.877	447.949	231.607	521.517	245.481	375.479	421.819	408.798	348.945
3150180000	60.11	249.138	282.444	366.096	301.649	528.273	649.709	361.534	364.333	344.573	610.521	423.838	588.820	284.950	229.692	259.427	496.367	372.964	426.419	338.838	303.633	236.134	381.155	489.769	382.028	263.915	594.402	474.414	373.863	359.966	342.857	476.752	414.019	414.598	399.219	442.521	230.944	524.190	248.415	376.282	422.943	405.038	344.899
3180020000	60.35	252.000	285.538	358.149	297.105	528.333	660.513	376.293	368.149	322.624	617.214	421.154	604.273	301.812	231.404	256.872	478.927	369.845	432.197	339.162	319.541	242.920	387.362	495.598	380.755	269.769	585.744	481.838	380.419	366.359	348.366	482.222	417.729	418.453	406.526	437.735	238.486	521.724	254.557	385.504	423.124	420.192	349.780
3180060000	60.35	256.241	278.855	368.574	302.702	512.778	654.906	367.819	371.079	323.017	602.504	415.068	603.615	292.375	241.615	260.197	474.954	376.155	429.333	330.820	317.571	228.161	378.672	489.727	382.925	269.778	578.265	471.883	373.752	374.692	337.429	470.991	411.636	420.000	401.018	439.333	238.000	528.250	256.377	379.214	424.381	415.240	353.321
3180100000	60.35	252.264	279.718	367.277	300.316	516.872	651.718	362.009	368.026	331.590	601.590	422.650	602.419	290.525	237.894	260.513	477.670	359.936	437.410	331.541	324.918	244.446	383.905	488.778	372.679	268.624	586.786	464.829	377.966	364.615	343.893	475.316	418.907	413.026	413.614	435.171	237.617	521.397	258.000	379.265	412.419	417.606	350.000
3180140000	60.35	250.172	285.034	364.011	297.658	515.633	646.453	367.216	370.360	324.855	610.838	419.120	598.504	292.825	236.337	261.282	480.055	370.618	431.239	341.270	305.582	238.161	393.405	499.650	374.623	267.077	589.923	465.054	388.128	363.197	346.571	484.145	418.243	416.436	402.421	430.846	241.664	517.940	256.028	371.419	416.238	422.673	349.633
3180180000	60.35	245.253	277.017	364.181	302.026	530.991	649.983	376.302	373.702	322.897	601.273	432.402	600.017	292.700	236.260	258.675	480.615	366.200	431.709	335.315	321.071	240.098	390.138	490.991	377.632	270.915	573.359	477.577	386.598	366.231	345.500	477.701	416.150	405.043	406.596	434.393	241.150	511.224	253.217	385.521	418.933	419.644	353.679
3210020000	60.59	255.483	284.368	365.096	305.289	522.060	643.778	382.750	367.351	319.043	604.162	421.547	624.436	296.862	243.510	263.521	468.358	366.173	437.120	333.162	334.520	233.330	400.500	501.923	381.679	266.701	589.205	474.505	384.077	371.906	363.661	487.000	404.636	400.949	418.184	433.855	241.841	491.388	259.689	384.462	432.076	427.067	351.982
3210060000	60.59	257.149	279.778	369.074	311.895	531.496	639.650	372.353	369.447	319.991	607.547	418.974	620.017	301.212	244.635	261.573	460.523	360.145	435.479	333.396	340.163	243.250	396.345	499.761	379.566	264.103	579.573	472.126	387.709	379.444	356.429	479.325	405.215	396.308	416.596	437.239	244.206	501.328	261.217	378.803	427.514	424.625	348.156
3210100000	60.59	257.103	284.171	355.755	303.588	519.026	643.436	376.466	373.298	311.744	595.436	421.154	619.180	296.675	245.779	253.581	468.789	351.127	435.043	340.784	338.561	241.545	398.224	509.111	383.642	275.094	588.897	469.495	393.795	366.145	355.268	472.171	408.234	399.915	424.281	429.991	238.879	492.672	257.075	378.342	418.610	424.817	360.945
3210140000	60.59	252.057	283.162	365.160	301.447	510.641	649.615	379.172	376.763	308.692	609.291	422.957	619.376	298.950	244.481	265.043	479.450	348.373	428.564	334.919	334.031	233.500	395.974	501.256	376.811	268.607	579.051	469.072	390.667	378.709	363.429	479.248	406.907	395.427	407.105	430.547	238.607	496.767	262.481	381.427	426.314	428.923	349.229
3210180000	60.59	251.299	273.530	364.585	295.658	520.333	641.034	389.621	366.860	315.744	593.923	421.658	617.923	296.950	240.827	256.718	468.587	360.836	432.427	324.171	330.429	237.929	396.069	498.821	376.491	268.299	581.103	468.757	388.974	371.009	359.973	478.590	411.654	400.385	417.658	427.624	240.935	500.198	264.585	379.504	422.067	425.288	353.523
3240020000	60.83	252.195	280.718	361.383	300.868	514.974	635.957	390.095	383.781	312.872	592.034	419.752	640.026	303.263	251.356	260.342	469.468	350.782	436.496	335.108	345.031	250.339	405.164	515.615	376.368	265.581	591.949	459.063	394.940	389.923	363.688	486.043	406.308	393.273	428.018	421.556	245.664	492.750	269.632	381.359	423.762	427.154	351.486
